"Order","Active","Text Above Question","Question Title","Activity","Type","Dropdown/Checkbox options","Show in Final Questions Section","Answer Required?"
"101","True","One thing we’ve noticed is that pupils using the CASTT method generally say that it’s much harder work than some of the other methods they have used – but it gets much more done. So expect to feel tired!<hr /><p><br /></p>","Please help us by rating this activity below:","Time to Teach","Dropdown","1 (Not helpful / relevant),2,3,4,5 (Very helpful/relevant)","Yes","No"
"100","True","","Which worked best for you?","Time to Teach","Short Text","","Yes","No"
"5","True","","Time of test:","Time to Teach","Short Text","","No","No"
"4","True","<h4><strong><em>Finally - Test</em></strong>
</h4><div><em>Commit to a date and time to test yourself to see how effective this activity has been</em></div>","Date of test","Time to Teach","Date","","No","No"
"3","True","<h4><strong><em>Decide who are you going teach?</em></strong>
</h4><div><em>Think about who would be a good person to try and teach this content to. It should be someone you feel comfortable with.</em></div>","Who will you teach?","Time to Teach","Short Text","","No","No"
"2","True","<h4><em><strong>Weeks 2 & 3 - Search and Teach</strong></em>
</h4><div><em>Search for any exam past exam papers connected to the topics you've collected and arranged in the first week. Try using the exam board websaite to help find some links to past exams.</em></div>","Add any links to exam papers or websites:","Time to Teach","Paragraph Text","","No","No"
"1","True","<h4><strong><em>WEEK 1 - Collect and Arrange</em></strong>
</h4><div><em>Add the topics you will be tested on, try searching the internet to find the syllabus for your course</em></div>","List of topics:","Time to Teach","Paragraph Text","","No","No"
"111","True","","Final thoughts and reflections:","Test Yourself","Paragraph Text","","Yes","No"
"110","True","<hr />","Please help us by rating this activity below:","Test Yourself","Dropdown","1 (Not helpful / relevant),2,3,4,5 (Very helpful/relevant)","Yes","No"
"101","True","","Hardest Topics","Test Yourself","Paragraph Text","","Yes","No"
"100","True","","Easiest Topics","Test Yourself","Paragraph Text","","Yes","No"
"14","True","","Time:","Test Yourself","Short Text","","No","No"
"13","True","<hr style=""height:3px;background-color:#a986ff;border:none;"" /><p>Once you have completed <strong><em>Step 1</em></strong> and gathered your test information, follow the following steps:</p><p><strong><em>Step 2:</em></strong> Close your books/switch off the computer and write down everything you can remember about your
chosen topic. The first time you do this it may not be a lot of information, but stick with it. </p><p><strong><em>Step 3: </em></strong>Review your work, check for any errors and correct these areas. </p><p><strong><em>Step 4: </em></strong>Repeat steps 2 and 3 two more times. </p><p><strong><em>Step 5:</em></strong> Change topic. Mixing up the topics tested results in greater memory recall.</p><p>
<strong><em>Step 6: </em></strong>Two hours later try to recall the information selected in steps 1 and 5. </p><p><strong><em>Step 7: </em></strong>One day later try to recall the information selected in steps 1 and 5.</p><hr /><p><br /></p>","Commit to a date and time to try your test","Test Yourself","Date","","No","No"
"12","True","","Key Information - Sub-Heading 5:","Test Yourself","Paragraph Text","","No","No"
"11","True","<hr style=""height:3px;background-color:#a986ff;border:none;"" />","Sub-Heading 5:","Test Yourself","Short Text","","No","No"
"10","True","","Key Information - Sub-Heading 4:","Test Yourself","Paragraph Text","","No","No"
"9","True","<hr style=""height:3px;background-color:#a986ff;border:none;"" />","Sub-Heading 4:","Test Yourself","Short Text","","No","No"
"8","True","","Key Information - Sub-Heading 3:","Test Yourself","Paragraph Text","","No","No"
"7","True","<hr style=""height:3px;background-color:#a986ff;border:none;"" />","Sub-Heading 3:","Test Yourself","Short Text","","No","No"
"6","True","","Key Information - Sub-Heading 2:","Test Yourself","Paragraph Text","","No","No"
"5","True","<hr style=""height:3px;background-color:#a986ff;border:none;"" />","Sub-heading 2:","Test Yourself","Short Text","","No","No"
"4","True","","Key Information - Sub-Heading 1:","Test Yourself","Paragraph Text","","No","No"
"3","True","<hr style=""height:3px;background-color:#a986ff;border:none;"" />","Sub-Heading 1:","Test Yourself","Short Text","","No","No"
"2","True","","TOPIC:","Test Yourself","Short Text","","No","No"
"1","True","<hr style=""height:1px;background-color:#a986ff;border:none;"" /><h5 style=""text-align:center;color:#a986ff;"">📚 <strong><em>Create your test </em></strong>📚</h5><hr style=""height:1px;background-color:#a986ff;border:none;"" />","SUBJECT:","Test Yourself","Short Text","","No","No"
"102","True","","Which list did you recall the most words?","Spaced Practice","Short Text","","Yes","No"
"101","True","<hr /><p><em>Now try the same activity with</em><strong> LIST B, </strong><em>which is arranged </em><strong>thematically</strong>.
</p><p>Study for 60secs using the stopwatch above, then see how many you can recall and write down. Note down your score in the box below.
</p><p><strong>LIST B:</strong>
</p><table>
<tbody>
<tr>
	<td><strong>Green Things</strong>
	</td>
	<td style=""text-align:center;""><strong>Bathroom Items</strong>
	</td>
	<td style=""text-align:center;""><strong>Working Breakfast<br /></strong>
	</td>
	<td style=""text-align:center;""><strong>Mythical Creatures</strong><br />
	</td>
</tr>
<tr>
	<td style=""text-align:center;"">Apple
	</td>
	<td style=""text-align:center;"">Toothbrush
	</td>
	<td style=""text-align:center;"">Coffee
	</td>
	<td style=""text-align:center;"">Unicorn<br />
	</td>
</tr>
<tr>
	<td style=""text-align:center;"">Leaves
	</td>
	<td style=""text-align:center;"">Tap
	</td>
	<td style=""text-align:center;"">Pastries
	</td>
	<td style=""text-align:center;"">Dragon
	</td>
</tr>
<tr>
	<td style=""text-align:center;"">Cactus
	</td>
	<td style=""text-align:center;"">Mirror
	</td>
	<td style=""text-align:center;"">Cornflakes
	</td>
	<td style=""text-align:center;"">Ghost
	</td>
</tr>
<tr>
	<td style=""text-align:center;"">Fields
	</td>
	<td style=""text-align:center;"">Razor
	</td>
	<td style=""text-align:center;"">Newspaper
	</td>
	<td style=""text-align:center;"">Yeti
	</td>
</tr>
<tr>
	<td style=""text-align:center;"">Envy
	</td>
	<td style=""text-align:center;"">Soap
	</td>
	<td style=""text-align:center;"">Commute
	</td>
	<td style=""text-align:center;"">Zombie
	</td>
</tr>
</tbody>
</table><hr />","List B Score:","Spaced Practice","Short Text","","Yes","No"
"110","True","","Final thoughts and reflections:","Spaced Practice","Paragraph Text","","Yes","No"
"103","True","<p>Most people have a better result with list B than list A* Why? Well, we’ve rigged the game a little. List B is the second list you’ve tried to memorise so you’ve had a little more practise. And list B is arranged thematically, so it gives you a better chance of recalling the words.
</p><strong><em></em></strong><h4><strong><em>In conclusion then - regular recall from organised notes might well give you a better chance of success.</em></strong></h4><p><strong><em></em></strong></p><hr /><p><strong><em><br /></em></strong></p>","Please help us by rating this activity below:","Spaced Practice","Dropdown","1 (Not helpful / relevant),2,3,4,5 (Very helpful/relevant)","Yes","No"
"100","True","<h3><strong><em>Final Thoughts
</em></strong></h3><hr /><p><strong><em>Use the 60sec timer below when looking at each word list</em></strong>
</p><hr /><iframe width=""475"" height=""250"" src=""https://vclock.com/embed/timer/#countdown=00:01:00&date=2021-02-08T13:16:57&title=Spaced+Practice+-+60sec+Timer&theme=0&color=2&m=0&sound=school"" allowfullscreen>
</iframe><hr /><p>
	Imagine memory as a muscle, lifting things from your subconscious to your conscious, like a weightlifter
hauling up weights.
</p><p>Lifting things back into your conscious takes muscles. But sometimes we try to remember things – to lift them
into the light – without practising lifting. No wonder we find it exhausting! Often pupils who haven’t practised
lifting enough say, 
	<strong><em>“I have a terrible memory,”</em></strong> or <strong><em>“I can never remember anything.”</em> </strong>What they mean is <strong><em>“I
haven’t practised recalling things enough.” 
	</em></strong>
</p><p>And here’s the good news – you can make lifting easier!
</p><p>Have a go at this simple (and not very serious!) experiment. Below are two lists of twenty words each.
	<strong><em>LIST A is arranged alphabetically. </em></strong>
</p><p><em>Study List A for 60 seconds. Cover it up and then see how many words you can recall. Place your score in the box below</em>
</p><p><strong>LIST A:</strong>
</p><ul>
	<ul>
		<ul>
			<li>Amber</li>
			<li>Anger</li>
			<li>Bench</li>
			<li>Butter dish</li>
			<li>Cheese</li>
			<li>Croissant</li>
			<li>Danger</li>
			<li>Delicious</li>
			<li>Dracula</li>
			<li>Football</li>
			<li>Haircut</li>
			<li>Hammer</li>
			<li>Hedgerow</li>
			<li>Jigsaw</li>
			<li>Juice</li>
			<li>Jupiter</li>
			<li>Parliament</li>
			<li>PIN number</li>
			<li>Shoes</li>
			<li>Triumph</li>
		</ul>
	</ul>
</ul><hr />","List A Score:","Spaced Practice","Short Text","","Yes","No"
